id,title,genres,release_date,original_language,budget,revenue,vote_average,runtime,popularity,vote_count,return,actores,director,companias_produccion,release_year
628,Interview with the Vampire,"Horror, Romance",1994-11-11,en,60000000.0,223664608.0,7.2,123.0,11.970205,1558,3.7277434666666664,"Brad Pitt, Tom Cruise, Kirsten Dunst",Neil Jordan,Geffen Pictures,1994
11510,Repossessed,"Comedy, Horror",1990-09-14,en,0.0,1382462.0,4.5,80.0,11.966566,44,0.0,"Linda Blair, Ned Beatty, Leslie Nielsen",Bob Logan,"Seven Arts Productions, Carolco Pictures",1990
1599,I Heart Huckabees,"Comedy, Romance",2004-09-10,en,22000000.0,0.0,6.2,106.0,11.953055,245,0.0,"Jason Schwartzman, Dustin Hoffman, Lily Tomlin",David O. Russell,"Fox Searchlight Pictures, Scott Rudin Productions, Qwerty Films, N1 European Film Produktions GmbH & Co. KG, Kanzeon, Huckabee's",2004
9796,Turistas,"Horror, Thriller",2006-12-01,en,10000000.0,0.0,5.3,93.0,11.951258,197,0.0,"Josh Duhamel, Melissa George, Olivia Wilde",John Stockwell,"2929 Productions, Fox Atomic, Stone Village Pictures, BoZ Productions",2006
37495,Four Lions,"Comedy, Crime, Drama",2010-05-07,en,967686.0,4270000.0,7.1,101.0,11.934045,428,4.412588380941751,"Riz Ahmed, Nigel Lindsay, Kayvan Novak",Chris Morris,"Film4, Drafthouse Films, Warp Films, Wild Bunch Distribution",2010
11253,Hellboy II: The Golden Army,"Adventure, Fantasy, Science Fiction",2008-07-11,en,85000000.0,160388063.0,6.5,120.0,11.928661,1555,1.886918388235294,"Ron Perlman, Selma Blair, Jeffrey Tambor",Guillermo del Toro,"Universal Pictures, Dark Horse Entertainment, Lawrence Gordon Productions, Mid Atlantic Films, Relativity Media, Internationale Filmproduktion Eagle",2008
1369,Rambo: First Blood Part II,"Action, Adventure, Thriller, War",1985-05-21,en,44000000.0,300400432.0,6.3,96.0,11.924462,884,6.827282545454546,"Sylvester Stallone, Richard Crenna, Charles Napier",George P. Cosmatos,"TriStar Pictures, Carolco Pictures",1985
14979,Thick as Thieves,"Action, Thriller, Crime",2009-01-09,en,25000000.0,0.0,5.7,104.0,11.923981,223,0.0,"Morgan Freeman, Antonio Banderas, Radha Mitchell",Mimi Leder,"Revelations Entertainment, Grosvenor Park Media Ltd., Nu Image Entertainment GmbH, Millennium Films, Emmett/Furla Films, Equity Pictures Medienfonds GmbH & Co. KG IV",2009
246400,"20,000 Days on Earth","Documentary, Drama, Music",2014-07-05,en,0.0,0.0,7.0,97.0,11.922021,73,0.0,"Nick Cave, Warren Ellis, Blixa Bargeld","Iain Forsyth, Jane Pollard","British Film Institute (BFI), Film4, Corniche Pictures",2014
1250,Ghost Rider,"Thriller, Action, Fantasy, Horror",2007-02-16,en,110000000.0,228738393.0,5.2,114.0,11.902354,1754,2.079439936363636,"Nicolas Cage, Eva Mendes, Wes Bentley",Mark Steven Johnson,"Columbia Pictures Corporation, Relativity Media, Michael De Luca Productions, Marvel Enterprises, Crystal Sky Pictures, GH One, Vengeance Productions Pty. Ltd.",2007
351211,Blair Witch,"Thriller, Horror",2016-09-15,en,5000000.0,45172994.0,4.9,90.0,11.901343,590,9.0345988,"James Allen McCune, Callie Hernandez, Brandon Scott",Adam Wingard,"Vertigo Entertainment, Lionsgate, Room 101, Snoot Entertainment, Hurwitz Creative",2016
244267,I Origins,"Science Fiction, Drama",2014-07-18,en,0.0,336472.0,7.5,106.0,11.901185,1089,0.0,"Michael Pitt, Brit Marling, Astrid Bergès-Frisbey",Mike Cahill,"Verisimilitude, Bersin Pictures, WeWork Studios",2014
263472,Knock Knock,"Drama, Thriller",2015-06-26,en,2500000.0,6341684.0,4.9,99.0,11.898793,880,2.5366736,"Keanu Reeves, Lorenza Izzo, Ana de Armas",Eli Roth,"Universum Film (UFA), Dragonfly Entertainment, Black Bear Pictures, Sobras International Pictures, Camp Grey, Lionsgate Premiere",2015
9837,The Prince of Egypt,"Adventure, Animation, Drama, Family, Music",1998-12-15,en,70000000.0,218613188.0,6.9,99.0,11.898185,847,3.1230455428571426,"Val Kilmer, Ralph Fiennes, Patrick Stewart","Brenda Chapman, Steve Hickner, Simon Wells","DreamWorks SKG, DreamWorks Animation",1998
2207,16 Blocks,"Action, Adventure, Crime, Thriller",2006-03-01,en,55000000.0,65664721.0,6.2,105.0,11.887779,675,1.1939040181818181,"Bruce Willis, Yasiin Bey, David Morse",Richard Donner,"Donners' Company, Cheyenne Enterprises, Alcon Entertainment, Nu Image Entertainment GmbH, Millennium Films, Emmett/Furla Films, Equity Pictures Medienfonds GmbH & Co. KG III, 16 Block Productions",2006
26264,George of the Jungle 2,"Adventure, Comedy, Family",2003-08-18,en,0.0,0.0,3.9,87.0,11.885797,97,0.0,"Christopher Showerman, Julie Benz, Thomas Haden Church",David Grossman,Walt Disney Pictures,2003
17814,Assault on Precinct 13,"Action, Crime",1976-11-05,en,150000.0,0.0,7.1,91.0,11.881808,223,0.0,"Austin Stoker, Darwin Joston, Laurie Zimmer",John Carpenter,"Overseas FilmGroup, The CKK Corporation",1976
332340,Man Up,"Romance, Comedy",2015-05-29,en,0.0,0.0,6.5,88.0,11.879205,395,0.0,"Simon Pegg, Lake Bell, Rory Kinnear",Ben Palmer,"Big Talk Productions, StudioCanal",2015
10727,Darkness Falls,"Thriller, Horror",2003-01-24,en,0.0,0.0,4.9,86.0,11.878552,161,0.0,"Chaney Kley, Emma Caulfield, Lee Cormie",Jonathan Liebesman,"Village Roadshow Pictures, Revolution Studios, Distant Corners Entertainment Group Inc., Blue Star Productions, Morningstar Films",2003
291189,The Driftless Area,"Romance, Drama, Comedy, Mystery",2015-04-18,en,0.0,0.0,5.2,95.0,11.875146,26,0.0,"Zooey Deschanel, Aubrey Plaza, Anton Yelchin",Zachary Sluser,"Unified Pictures, Bron Studios",2015
9286,Final Destination 3,"Horror, Mystery",2006-02-10,en,25000000.0,117719158.0,5.8,93.0,11.872997,1000,4.70876632,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche",James Wong,"New Line Cinema, Zide-Perry Productions, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG, Hard Eight Pictures, Matinee Pictures, Practical Pictures",2006
39346,Casper: A Spirited Beginning,"Comedy, Family",1997-09-09,en,0.0,0.0,5.0,90.0,11.869785,61,0.0,"Steve Guttenberg, Lori Loughlin, Rodney Dangerfield",Sean McNamara,The Harvey Entertainment Company,1997
10028,Honey,"Romance, Music, Family",2003-11-24,en,18000000.0,62646763.0,6.0,94.0,11.863954,313,3.480375722222222,"Jessica Alba, Mekhi Phifer, Joy Bryant",Bille Woodruff,"Universal Pictures, Marc Platt Productions, NuAmerica Entertainment",2003
21711,The Candidate,"Comedy, Drama",1972-08-23,en,0.0,0.0,6.9,110.0,11.862375,39,0.0,"Robert Redford, Peter Boyle, Melvyn Douglas",Michael Ritchie,"Warner Bros., Redford-Ritchie Productions",1972
424488,Megan Leavey,"Drama, War",2017-06-09,en,0.0,0.0,7.1,116.0,11.852169,101,0.0,"Kate Mara, Ramón Rodríguez, Tom Felton",Gabriela Cowperthwaite,"LD Entertainment, Calle Cruzada",2017
12611,The Fury,"Horror, Science Fiction, Thriller",1978-03-10,en,5500000.0,24000000.0,6.2,118.0,11.844029,73,4.363636363636363,"Kirk Douglas, John Cassavetes, Charles Durning",Brian De Palma,"Twentieth Century Fox Film Corporation, Frank Yablans Presentations",1978
15927,A Passage to India,"Drama, Adventure, History",1984-12-14,en,8000000.0,27187653.0,6.8,163.0,11.842837,69,3.398456625,"Judy Davis, Alec Guinness, Peggy Ashcroft",David Lean,"Columbia Pictures, EMI Films Ltd., Thorn EMI Screen Entertainment, Home Box Office",1984
14175,Valiant,"Animation, Family, Adventure",2005-03-25,en,35000000.0,19478106.0,5.2,76.0,11.836827,239,0.5565173142857143,"Ewan McGregor, Ricky Gervais, Tim Curry",Gary Chapman,"Vanguard Films, Scanbox",2005
76544,Man of Tai Chi,"Action, Drama",2013-07-04,en,25000000.0,2054941.0,5.8,105.0,11.829231,295,0.08219764,"Keanu Reeves, Tiger Hu Chen, Jeremy Marinas",Keanu Reeves,"Universal Pictures, Village Roadshow Pictures, China Film Group Corporation (CFGC), Company Films, Dalian Wanda Group",2013
210047,Cold Comes the Night,"Crime, Drama, Thriller",2013-09-20,en,0.0,16971.0,5.5,90.0,11.823937,90,0.0,"Alice Eve, Bryan Cranston, Logan Marshall-Green",Tze Chun,"Whitewater Films, Sasquatch Films, Syncopated Films, Three Point Capital, Venture Forth",2013
14349,Sleepwalking,Drama,2008-01-14,en,0.0,204660.0,6.4,101.0,11.823889,26,0.0,"Nick Stahl, AnnaSophia Robb, Charlize Theron",William Maher,"Infinity Features Entertainment, FilmEngine, Denver and Delilah Productions, Icon Entertainment International",2008
9621,Elizabethtown,"Comedy, Drama, Romance",2005-10-06,en,57000000.0,52034889.0,6.1,123.0,11.82081,335,0.9128927894736842,"Orlando Bloom, Kirsten Dunst, Susan Sarandon",Cameron Crowe,"Paramount Pictures, Cruise/Wagner Productions, Vinyl Films, KMP Film Invest",2005
8984,Disclosure,"Drama, Thriller, Crime, Mystery, Romance",1994-12-09,en,55000000.0,214015089.0,5.9,123.0,11.812244,217,3.891183436363636,"Michael Douglas, Demi Moore, Donald Sutherland",Barry Levinson,"Warner Bros., Baltimore Pictures",1994
6477,Alvin and the Chipmunks,"Comedy, Music, Family, Fantasy, Animation",2007-12-13,en,60000000.0,361366633.0,5.5,92.0,11.805233,1212,6.022777216666666,"Jason Lee, David Cross, Cameron Richardson",Tim Hill,"Dune Entertainment, Regency Enterprises, Fox 2000 Pictures, Bagdasarian Productions",2007
10192,Shrek Forever After,"Comedy, Adventure, Fantasy, Animation, Family",2010-05-16,en,165000000.0,752600867.0,6.0,93.0,11.803808,2021,4.561217375757575,"Mike Myers, Eddie Murphy, Cameron Diaz",Mike Mitchell,DreamWorks Animation,2010
9843,Big Nothing,"Action, Comedy, Crime, Thriller",2006-12-01,en,0.0,0.0,6.5,86.0,11.802069,130,0.0,"David Schwimmer, Simon Pegg, Natascha McElhone",Jean-Baptiste Andrea,Desconocido,2006
316322,Barbie in Princess Power,"Family, Animation",2015-01-29,en,0.0,0.0,5.5,74.0,11.796151,25,0.0,"Brittney Irvin, Michael Kopsa, Kelly Sheridan",Zeke Norton,Mattel Playground Productions,2015
1367,Rocky II,Drama,1979-06-15,en,7000000.0,200182160.0,6.9,119.0,11.789813,948,28.59745142857143,"Sylvester Stallone, Talia Shire, Burt Young",Sylvester Stallone,United Artists,1979
306,Beverly Hills Cop III,"Action, Comedy, Crime",1994-05-24,en,50000000.0,119208989.0,5.5,104.0,11.787784,445,2.38417978,"Eddie Murphy, Judge Reinhold, Héctor Elizondo",John Landis,"Paramount Pictures, Eddie Murphy Productions",1994
142,Brokeback Mountain,"Drama, Romance",2005-09-02,en,14000000.0,178043761.0,7.5,134.0,11.787044,1531,12.7174115,"Heath Ledger, Jake Gyllenhaal, Randy Quaid",Ang Lee,"River Road Entertainment, Alberta Film Entertainment, Focus Features, Good Machine",2005
192813,Age of Dinosaurs,"Action, Science Fiction",2013-05-11,en,0.0,0.0,4.1,88.0,11.785502,34,0.0,"Treat Williams, Ronny Cox, Jillian Rose Reed",Joseph J. Lawson,The Global Asylum,2013
150117,I Give It a Year,"Comedy, Romance",2013-02-08,en,0.0,28234657.0,5.4,97.0,11.783332,348,0.0,"Rafe Spall, Rose Byrne, Anna Faris",Dan Mazer,"Canal Plus, Paradis Films, StudioCanal, TF1 Films Production, Working Title Films, Anton Capital Entertainment (ACE), Ciné+, LOVEFiLM International, Starcrossed Films",2013
411019,I Am Not Your Negro,Documentary,2017-02-03,en,0.0,0.0,8.0,95.0,11.781919,87,0.0,"Samuel L. Jackson, James Baldwin, Malcolm X",Raoul Peck,"Magnolia Pictures, Velvet Film",2017
2165,Liberty Stands Still,"Thriller, Action, Drama",2002-01-18,en,11000000.0,0.0,5.6,96.0,11.774131,47,0.0,"Wesley Snipes, Linda Fiorentino, Tanya Allen",Kari Skogland,"Lions Gate Films, Cinerenta Medienbeteiligungs KG, Pearl Pictures, Still Productions",2002
454,Romeo + Juliet,"Drama, Romance",1996-10-31,en,14500000.0,147298761.0,6.7,120.0,11.774061,1406,10.15853524137931,"Leonardo DiCaprio, Claire Danes, John Leguizamo",Baz Luhrmann,"Bazmark Films, Twentieth Century Fox Film Corporation",1996
533,The Curse of the Were-Rabbit,"Adventure, Animation, Comedy, Family",2005-09-04,en,30000000.0,192452832.0,6.8,85.0,11.766244,660,6.4150944,"Peter Sallis, Helena Bonham Carter, Ralph Fiennes","Nick Park, Steve Box","Aardman Animations, DreamWorks Animation",2005
5236,Kiss Kiss Bang Bang,"Action, Comedy, Crime, Mystery",2005-09-05,en,15000000.0,15785148.0,7.2,103.0,11.76054,900,1.0523432,"Robert Downey Jr., Val Kilmer, Michelle Monaghan",Shane Black,"Silver Pictures, Warner Bros.",2005
159824,Hotel Transylvania 2,"Animation, Comedy, Family",2015-09-21,en,80000000.0,473226958.0,6.7,89.0,11.760218,1528,5.915336975,"Adam Sandler, Andy Samberg, Selena Gomez",Genndy Tartakovsky,"Columbia Pictures, Sony Pictures Animation",2015
88042,Parental Guidance,Comedy,2012-12-25,en,25000000.0,119772232.0,5.8,104.0,11.746053,212,4.79088928,"Billy Crystal, Bette Midler, Marisa Tomei",Andy Fickman,"Twentieth Century Fox Film Corporation, Dune Entertainment, Dune Entertainment III, Chernin Entertainment, Walden Media, Face Productions",2012
41733,Due Date,"Comedy, Drama",2010-11-04,en,65000000.0,211780824.0,6.2,95.0,11.73956,1737,3.2581665230769232,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan",Todd Phillips,"Legendary Pictures, Green Hat Films, Warner Bros.",2010
119698,The Dinosaur Project,"TV Movie, Adventure",2012-08-09,en,0.0,0.0,4.7,83.0,11.736223,63,0.0,"Natasha Loring, Matt Kane, Richard Dillane",Sid Bennett,Moonlighting Films,2012
283587,Beasts of No Nation,"Drama, War",2015-09-11,en,6000000.0,9077700.0,7.6,137.0,11.732546,476,1.51295,"Idris Elba, Opeyemi Fagbohungbe, Abraham Attah",Cary Fukunaga,"Participant Media, Focus Features, Red Crown Productions",2015
76025,Shame,Drama,2011-10-02,en,6500000.0,17693675.0,7.0,100.0,11.72049,897,2.7221038461538463,"Michael Fassbender, Carey Mulligan, James Badge Dale",Steve McQueen,"HanWay Films, UK Film Council, Alliance Films, See-Saw Films, Film4, Lipsync Productions",2011
15602,Grumpier Old Men,"Romance, Comedy",1995-12-22,en,0.0,0.0,6.5,101.0,11.7129,92,0.0,"Walter Matthau, Jack Lemmon, Ann-Margret",Howard Deutch,"Warner Bros., Lancaster Gate",1995
332,Inspector Gadget,"Action, Adventure, Comedy, Family",1999-07-23,en,75000000.0,0.0,4.3,78.0,11.677244,322,0.0,"Matthew Broderick, Rupert Everett, Joely Fisher",David Kellogg,"Walt Disney Pictures, Caravan Pictures, DiC Entertainment",1999
2617,The Great Outdoors,Comedy,1988-06-17,en,24000000.0,43455230.0,6.4,91.0,11.666172,155,1.8106345833333333,"John Candy, Dan Aykroyd, Annette Bening",Howard Deutch,"Universal Pictures, Hughes Entertainment",1988
7863,Shine,Drama,1996-01-21,en,0.0,0.0,7.3,105.0,11.664053,136,0.0,"Geoffrey Rush, Noah Taylor, Armin Mueller-Stahl",Scott Hicks,"Fine Line Features, Australian Film Finance Corporation (AFFC), Film Victoria, South Australian Feature Film Company",1996
1705,Battle for the Planet of the Apes,"Action, Science Fiction",1973-06-15,en,1700000.0,8844595.0,5.5,93.0,11.644764,220,5.2027029411764705,"Roddy McDowall, Natalie Trundy, Austin Stoker",J. Lee Thompson,"Twentieth Century Fox Film Corporation, Apjac International",1973
8871,How the Grinch Stole Christmas,"Family, Comedy, Fantasy",2000-11-17,en,123000000.0,345141403.0,6.2,104.0,11.642462,1440,2.8060276666666666,"Jim Carrey, Taylor Momsen, Jeffrey Tambor",Ron Howard,"Imagine Entertainment, Universal Pictures",2000
109410,42,Drama,2013-04-12,en,40000000.0,95020213.0,6.8,128.0,11.637224,795,2.375505325,"Chadwick Boseman, T.R. Knight, Harrison Ford",Brian Helgeland,Warner Bros.,2013
655,"Paris, Texas",Drama,1984-05-19,en,1746964.0,2181987.0,7.7,147.0,11.635837,282,1.2490165796204158,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell",Wim Wenders,"Channel Four Films, Pro-ject Filmproduktion, Argos Films, Westdeutscher Rundfunk (WDR), Road Movies Filmproduktion, Wim Wenders Stiftung",1984
14148,The Flock,"Crime, Drama, Mystery, Thriller",2007-08-04,en,0.0,0.0,5.7,105.0,11.635191,63,0.0,"Richard Gere, Claire Danes, KaDee Strickland",Andrew Lau,"Double Nickel Entertainment, Templar Films, Bauer Martinez Studios, Gibraltar Films, Lucky 50 Productions",2007
41505,Shelter,"Horror, Mystery, Thriller",2010-03-27,en,22000000.0,851517.0,5.7,112.0,11.634377,213,0.03870531818181818,"Julianne Moore, Jonathan Rhys Meyers, Jeffrey DeMunn","Måns Mårlind, Björn Stein","NALA Films, IM Global, Maraci/Edelstein Films, Shelter Productions",2010
21878,The Line,"Action, Crime, Drama, Thriller",2008-11-04,en,7500000.0,0.0,4.9,95.0,11.630025,13,0.0,"Ray Liotta, Andy García, Esai Morales",James Cotten,"Project One Films, Baja Films Internacional",2008
1370,Rambo III,"Action, Adventure, Thriller, War",1988-05-24,en,63000000.0,189015611.0,5.7,102.0,11.624866,703,3.000247793650794,"Sylvester Stallone, Richard Crenna, Kurtwood Smith",Peter MacDonald,"TriStar Pictures, Carolco Pictures",1988
1492,1492: Conquest of Paradise,"Action, Adventure, Drama, History",1992-10-09,en,47000000.0,7191399.0,6.1,154.0,11.618792,180,0.15300848936170214,"Gérard Depardieu, Armand Assante, Sigourney Weaver",Ridley Scott,"Paramount Pictures, Gaumont, France 3 Cinéma, ABC Pictures, Légende Entreprises, Due West, Cyrkfilms, Ministère de la Culture, Spanish Ministry of Culture",1992
68179,Escape from Planet Earth,"Animation, Comedy, Adventure, Family, Science Fiction",2013-02-14,en,40000000.0,74597643.0,5.7,89.0,11.617481,337,1.864941075,"Brendan Fraser, Rob Corddry, Ricky Gervais",Callan Brunker,"Rainmaker Entertainment, Mainframe Entertainment, Weinstein Company, The",2013
237756,Kill Me Three Times,"Comedy, Thriller",2015-04-10,en,0.0,0.0,5.5,90.0,11.616811,171,0.0,"Simon Pegg, Teresa Palmer, Sullivan Stapleton",Kriv Stenders,"Parabolic Pictures, Stable Way Entertainment, Cargo Films, Media House Capital",2015
304357,Woman in Gold,Drama,2015-04-10,en,11000000.0,61619773.0,7.3,120.0,11.61,454,5.601797545454546,"Helen Mirren, Ryan Reynolds, Tatiana Maslany",Simon Curtis,"BBC Films, Origin Pictures",2015
153,Lost in Translation,Drama,2003-08-31,en,4000000.0,119723856.0,7.3,102.0,11.609441,1943,29.930964,"Bill Murray, Scarlett Johansson, Anna Faris",Sofia Coppola,American Zoetrope,2003
10756,The Haunted Mansion,"Thriller, Fantasy, Comedy, Family, Mystery",2003-11-25,en,90000000.0,182290266.0,5.1,87.0,11.605735,481,2.0254474,"Eddie Murphy, Terence Stamp, Nathaniel Parker",Rob Minkoff,"Walt Disney Pictures, Gunn Films, Doom Buggy Productions",2003
151960,Planes,"Animation, Family, Adventure, Comedy",2013-08-09,en,50000000.0,219788712.0,5.7,91.0,11.604181,568,4.39577424,"Dane Cook, Carlos Alazraqui, Val Kilmer",Klay Hall,"Walt Disney Pictures, Walt Disney Animation Studios",2013
10354,True Crime,"Crime, Drama",1999-03-19,en,0.0,0.0,6.3,127.0,11.600645,146,0.0,"Clint Eastwood, Isaiah Washington, Lisa Gay Hamilton",Clint Eastwood,"The Zanuck Company, Malpaso Productions, Warner Bros.",1999
10684,Courage Under Fire,"Drama, Thriller, Mystery, War",1996-07-04,en,46000000.0,100860818.0,6.2,117.0,11.595316,240,2.1926264782608698,"Denzel Washington, Meg Ryan, Lou Diamond Phillips",Edward Zwick,"Twentieth Century Fox Film Corporation, Davis Entertainment",1996
5689,The Blue Lagoon,"Romance, Adventure, Drama",1980-07-05,en,4500000.0,58853106.0,5.8,104.0,11.578578,422,13.078468,"Brooke Shields, Christopher Atkins, Leo McKern",Randal Kleiser,Columbia Pictures Corporation,1980
14695,Havoc,"Drama, Thriller",2005-10-16,en,9000000.0,0.0,5.1,85.0,11.576336,80,0.0,"Anne Hathaway, Freddy Rodríguez, Bijou Phillips",Barbara Kopple,Desconocido,2005
873,The Color Purple,Drama,1985-12-18,en,15000000.0,146292009.0,7.7,154.0,11.573562,345,9.7528006,"Whoopi Goldberg, Margaret Avery, Danny Glover",Steven Spielberg,"Amblin Entertainment, The Guber-Peters Company, Warner Bros.",1985
269100,Video Games: The Movie,"History, Documentary, Animation",2014-07-18,en,0.0,0.0,5.9,101.0,11.564066,91,0.0,"Sean Astin, Wil Wheaton, Zach Braff",Jeremy Snead,Mediajuice Studios,2014
20107,Bart Got a Room,"Comedy, Drama, Romance",2008-04-25,en,2000000.0,0.0,5.9,80.0,11.561666,21,0.0,"Steven Kaplan, William H. Macy, Cheryl Hines",Brian Hecker,"Plum Pictures, SHRINK Media Inc., Basra Entertainment",2008
313,Snow Cake,"Romance, Drama",2006-02-09,en,12000000.0,1381665.0,7.3,112.0,11.556057,51,0.11513875,"Alan Rickman, Sigourney Weaver, Carrie-Anne Moss",Marc Evans,"Revolution Films, Rhombus Media",2006
384737,Precious Cargo,"Action, Crime, Thriller",2016-07-15,en,10500000.0,100659.0,5.1,99.0,11.548303,95,0.009586571428571429,"Bruce Willis, Claire Forlani, Mark-Paul Gosselaar",Max Adams,"Herrick Entertainment, Mann Made Films, Emmett Furla Oasis Films (EFO Films), Highland Film Group (HFG), Lionsgate Premiere",2016
1378,Shortbus,"Romance, Drama, Comedy",2006-05-20,en,2000000.0,5179037.0,6.3,101.0,11.547748,141,2.5895185,"Sook-Yin Lee, Paul Dawson, PJ DeBoy",John Cameron Mitchell,"Fortissimo Films, Process Productions, Q Television",2006
27429,Shivers,"Horror, Science Fiction",1975-10-10,en,179000.0,0.0,6.3,87.0,11.540666,127,0.0,"Paul Hampton, Joe Silver, Lynn Lowry",David Cronenberg,"Canadian Film Development Corporation (CFDC), Cinépix, DAL Productions",1975
75638,Red Lights,Thriller,2012-03-02,en,14000000.0,13551174.0,6.0,119.0,11.535478,381,0.967941,"Sigourney Weaver, Robert De Niro, Cillian Murphy",Rodrigo Cortés,"First Generation Films, Antena 3 Films, Televisió de Catalunya TV3, Canal+ España, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Millennium Films, Nostromo Pictures, Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC), Cindy Cowan Entertainment, La Sexta, Attitude Pinículas y Films A.I.E.",2012
5894,Blue in the Face,Comedy,1995-09-15,en,2000000.0,1275000.0,6.8,83.0,11.528147,28,0.6375,"Harvey Keitel, Lou Reed, Michael J. Fox","Paul Auster, Wayne Wang","Miramax Films, InterAL",1995
98339,The Samaritan,Thriller,2012-03-02,en,12000000.0,2521.0,5.2,90.0,11.52128,69,0.00021008333333333334,"Samuel L. Jackson, Luke Kirby, Ruth Negga",David Weaver,"Quickfire Films, H2O Motion Pictures, 2262730 Ontario, Middle Child Films Inc.",2012
13154,Showdown in Little Tokyo,"Action, Thriller",1991-08-23,en,8000000.0,2275557.0,5.7,79.0,11.521011,99,0.284444625,"Dolph Lundgren, Brandon Lee, Cary-Hiroyuki Tagawa",Mark L. Lester,"Original Pictures, Warner Bros.",1991
218043,Left Behind,"Thriller, Action, Science Fiction",2014-10-03,en,16000000.0,19682924.0,3.7,110.0,11.519053,396,1.23018275,"Nicolas Cage, Chad Michael Murray, Lea Thompson",Vic Armstrong,Stoney Lake Entertainment,2014
38617,Off Limits,"Action, Crime, Drama, Mystery, Thriller",1988-03-11,en,12000000.0,7242035.0,5.6,102.0,11.516965,16,0.6035029166666667,"Willem Dafoe, Gregory Hines, Fred Ward",Christopher Crowe,"Twentieth Century Fox Film Corporation, American Entertainment Partners L.P.",1988
9644,National Lampoon's Loaded Weapon 1,Comedy,1993-02-04,en,0.0,0.0,5.7,84.0,11.511683,161,0.0,"Emilio Estevez, Samuel L. Jackson, Jon Lovitz",Gene Quintano,New Line Cinema,1993
188166,Blue Ruin,"Crime, Thriller",2014-04-25,en,0.0,258384.0,6.9,90.0,11.509412,464,0.0,"Macon Blair, Devin Ratray, Amy Hargreaves",Jeremy Saulnier,"Film Science, The Lab Of Madness, Neighborhood Watch, Paradise City",2014
9592,Open Water 2: Adrift,"Drama, Horror, Thriller",2006-07-10,en,1200000.0,0.0,5.2,94.0,11.500311,157,0.0,"Susan May Pratt, Richard Speight Jr., Niklaus Lange",Hans Horn,"Peter Rommel Productions, Orange Pictures, Shotgun Pictures, Universum Film (UFA)",2006
345911,Lights Out,"Horror, Thriller",2016-07-21,en,4900000.0,148868835.0,6.3,81.0,11.494907,1174,30.381394897959183,"Teresa Palmer, Maria Bello, Gabriel Bateman",David F. Sandberg,"New Line Productions, Matter Productions, Atomic Monster",2016
11548,Batteries not Included,"Comedy, Family, Fantasy, Science Fiction",1987-12-18,en,0.0,65088797.0,6.3,106.0,11.492174,222,0.0,"Hume Cronyn, Jessica Tandy, Frank McRae",Matthew Robbins,"Universal Pictures, Amblin Entertainment",1987
24230,Nemesis,"Science Fiction, Thriller",1992-12-26,en,0.0,0.0,5.3,94.0,11.48313,40,0.0,"Olivier Gruner, Tim Thomerson, Deborah Shelton",Albert Pyun,"Scanbox, Imperial Entertainment, Shah/Jensen",1992
290555,Wolves,"Horror, Action",2014-08-28,en,18000000.0,0.0,5.7,90.0,11.481479,82,0.0,"杰森·莫玛, Lucas Till, John Pyper-Ferguson",David Hayter,"Copperheart Entertainment, Entertainment One, Dark Hero Studios",2014
2268,The Golden Compass,"Adventure, Fantasy",2007-12-04,en,180000000.0,372234864.0,5.8,113.0,11.481379,1347,2.0679714666666666,"Dakota Blue Richards, Nicole Kidman, Daniel Craig",Chris Weitz,"New Line Cinema, Ingenious Film Partners, Depth of Field, Scholastic Productions",2007
9782,The Night Listener,"Drama, Thriller",2006-02-12,en,0.0,0.0,5.5,91.0,11.478867,58,0.0,"Toni Collette, Robin Williams, Joe Morton",Patrick Stettner,"Miramax Films, IFC Films, Fortissimo Films",2006
10544,Ned Kelly,"Action, Adventure, Drama, History",2003-03-22,en,0.0,6585516.0,6.1,110.0,11.478361,114,0.0,"Heath Ledger, Orlando Bloom, Geoffrey Rush",Gregor Jordan,"StudioCanal, The Australian Film Commission, Endymion Films, Australian Film Finance Corporation (AFFC), Working Title Films, WTA, Woss Group Film Productions",2003
11674,101 Dalmatians,"Comedy, Family",1996-11-17,en,54000000.0,320689294.0,5.6,103.0,11.470748,722,5.93869062962963,"Glenn Close, Jeff Daniels, Joely Richardson",Stephen Herek,"Walt Disney Pictures, Great Oaks Entertainment",1996
859,Dangerous Liaisons,"Drama, Romance",1988-12-16,en,14000000.0,34670720.0,7.1,119.0,11.46781,267,2.47648,"Glenn Close, John Malkovich, Michelle Pfeiffer",Stephen Frears,"Lorimar Film Entertainment, Warner Bros., NFH Productions",1988
754,Face/Off,"Action, Crime, Science Fiction, Thriller",1997-06-27,en,80000000.0,245676146.0,6.8,138.0,11.467391,1612,3.070951825,"John Travolta, Nicolas Cage, Joan Allen",John Woo,"Paramount Pictures, Permut Presentations, WCG Entertainment Productions, Douglas/Reuther Productions, Touchstone Pictures, Krane Entertainment",1997
